run_id,label,n,ods,gap_var,first_half_ods
cpu_base_000,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_001,BASELINE,20,0.021053,0.443213,0.088889
cpu_base_002,BASELINE,20,0.021053,0.33795,0.066667
cpu_base_003,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_004,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_005,BASELINE,20,0,0,0
cpu_base_006,BASELINE,20,0.015789,0.404432,0.066667
cpu_base_007,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_008,BASELINE,20,0.010526,0.132964,0.022222
cpu_base_009,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_010,BASELINE,20,0.015789,0.404432,0.066667
cpu_base_011,BASELINE,20,0.010526,0.166205,0.022222
cpu_base_012,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_013,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_014,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_015,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_016,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_017,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_018,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_019,BASELINE,20,0.010526,0.132964,0.044444
cpu_base_020,BASELINE,20,0,0,0
cpu_base_021,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_022,BASELINE,20,0.010526,0.094183,0.022222
cpu_base_023,BASELINE,20,0,0,0
cpu_base_024,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_025,BASELINE,20,0.010526,0.238227,0.044444
cpu_base_026,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_027,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_028,BASELINE,20,0,0,0
cpu_base_029,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_030,BASELINE,20,0,0,0
cpu_base_031,BASELINE,20,0.010526,0.271468,0.044444
cpu_base_032,BASELINE,20,0.005263,0.049861,0.022222
cpu_base_033,BASELINE,20,0.005263,0.094183,0.022222
cpu_base_034,BASELINE,20,0.021053,0.443213,0.066667
