run_id,label,n,ods,gap_var,first_half_ods
cpu_negctrl_offcore_000,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_001,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_002,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_003,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_004,CPU_NEGCTRL_OFFCORE,20,0.021053,0.443213,0.088889
cpu_negctrl_offcore_005,CPU_NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
cpu_negctrl_offcore_006,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_007,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_008,CPU_NEGCTRL_OFFCORE,20,0.015789,0.32133,0.044444
cpu_negctrl_offcore_009,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
cpu_negctrl_offcore_010,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_011,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_012,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
cpu_negctrl_offcore_013,CPU_NEGCTRL_OFFCORE,20,0.015789,0.32133,0.044444
cpu_negctrl_offcore_014,CPU_NEGCTRL_OFFCORE,20,0.010526,0.132964,0
cpu_negctrl_offcore_015,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_016,CPU_NEGCTRL_OFFCORE,20,0.010526,0.166205,0.022222
cpu_negctrl_offcore_017,CPU_NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
cpu_negctrl_offcore_018,CPU_NEGCTRL_OFFCORE,20,0.010526,0.166205,0.022222
cpu_negctrl_offcore_019,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_020,CPU_NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
cpu_negctrl_offcore_021,CPU_NEGCTRL_OFFCORE,20,0.015789,0.166205,0.044444
cpu_negctrl_offcore_022,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0
cpu_negctrl_offcore_023,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0
cpu_negctrl_offcore_024,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_025,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_026,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
cpu_negctrl_offcore_027,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_028,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_029,CPU_NEGCTRL_OFFCORE,20,0.021053,0.443213,0.088889
cpu_negctrl_offcore_030,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_031,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_032,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_033,CPU_NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
cpu_negctrl_offcore_034,CPU_NEGCTRL_OFFCORE,20,0.015789,0.299169,0.066667
cpu_negctrl_offcore_035,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
cpu_negctrl_offcore_036,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_037,CPU_NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
cpu_negctrl_offcore_038,CPU_NEGCTRL_OFFCORE,20,0.010526,0.132964,0.044444
cpu_negctrl_offcore_039,CPU_NEGCTRL_OFFCORE,20,0.010526,0.238227,0.044444
cpu_negctrl_offcore_040,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_041,CPU_NEGCTRL_OFFCORE,20,0.015789,0.32133,0.066667
cpu_negctrl_offcore_042,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_043,CPU_NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
cpu_negctrl_offcore_044,CPU_NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
cpu_negctrl_offcore_045,CPU_NEGCTRL_OFFCORE,20,0,0,0
cpu_negctrl_offcore_046,CPU_NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
