run_id,label,n,ods,gap_var,first_half_ods,scrub_window,scrub_seed
cpu_ovh_000,CPU_OVH,20,0.184211,5.324100,0.377778,8,42
cpu_ovh_001,CPU_OVH,20,0.184211,5.268698,0.400000,8,42
cpu_ovh_002,CPU_OVH,20,0.184211,5.955679,0.377778,8,42
cpu_ovh_003,CPU_OVH,20,0.189474,5.373961,0.400000,8,42
cpu_ovh_004,CPU_OVH,20,0.194737,5.567867,0.444444,8,42
cpu_ovh_005,CPU_OVH,20,0.194737,6.321330,0.400000,8,42
cpu_ovh_006,CPU_OVH,20,0.200000,6.088643,0.422222,8,42
cpu_ovh_007,CPU_OVH,20,0.194737,6.764543,0.400000,8,42
cpu_ovh_008,CPU_OVH,20,0.189474,6.005540,0.400000,8,42
cpu_ovh_009,CPU_OVH,20,0.178947,5.218837,0.400000,8,42
cpu_ovh_010,CPU_OVH,20,0.184211,6.193906,0.377778,8,42
cpu_ovh_011,CPU_OVH,20,0.189474,5.883657,0.422222,8,42
cpu_ovh_012,CPU_OVH,20,0.189474,6.426593,0.400000,8,42
cpu_ovh_013,CPU_OVH,20,0.200000,5.534626,0.422222,8,42
cpu_ovh_014,CPU_OVH,20,0.194737,5.850416,0.422222,8,42
cpu_ovh_015,CPU_OVH,20,0.189474,6.110803,0.422222,8,42
cpu_ovh_016,CPU_OVH,20,0.205263,6.321330,0.444444,8,42
cpu_ovh_017,CPU_OVH,20,0.189474,5.534626,0.422222,8,42
cpu_ovh_018,CPU_OVH,20,0.189474,5.479224,0.400000,8,42
cpu_ovh_019,CPU_OVH,20,0.194737,4.903047,0.444444,8,42
cpu_ovh_020,CPU_OVH,20,0.178947,5.351801,0.377778,8,42
cpu_ovh_021,CPU_OVH,20,0.205263,5.850416,0.444444,8,42
cpu_ovh_022,CPU_OVH,20,0.189474,5.457064,0.444444,8,42
cpu_ovh_023,CPU_OVH,20,0.184211,5.584488,0.400000,8,42
