run_id,label,n,ods,gap_var,first_half_ods,scrub_window,scrub_seed
mem_ovh_000,MEM_OVH,20,0.368421,18.132964,0.555556,16,42
mem_ovh_001,MEM_OVH,20,0.373684,18.193906,0.577778,16,42
mem_ovh_002,MEM_OVH,20,0.368421,13.113573,0.555556,16,42
mem_ovh_003,MEM_OVH,20,0.373684,18.409972,0.555556,16,42
mem_ovh_004,MEM_OVH,20,0.373684,15.523546,0.555556,16,42
mem_ovh_005,MEM_OVH,20,0.373684,17.878116,0.577778,16,42
mem_ovh_006,MEM_OVH,20,0.373684,15.778393,0.555556,16,42
mem_ovh_007,MEM_OVH,20,0.384211,15.324100,0.555556,16,42
mem_ovh_008,MEM_OVH,20,0.373684,17.878116,0.577778,16,42
mem_ovh_009,MEM_OVH,20,0.368421,19.290859,0.555556,16,42
mem_ovh_010,MEM_OVH,20,0.368421,19.290859,0.555556,16,42
mem_ovh_011,MEM_OVH,20,0.368421,17.457064,0.577778,16,42
mem_ovh_012,MEM_OVH,20,0.363158,16.975069,0.533333,16,42
mem_ovh_013,MEM_OVH,20,0.373684,18.193906,0.577778,16,42
mem_ovh_014,MEM_OVH,20,0.373684,17.745152,0.577778,16,42
mem_ovh_015,MEM_OVH,20,0.368421,17.457064,0.577778,16,42
mem_ovh_016,MEM_OVH,20,0.378947,18.404432,0.577778,16,42
mem_ovh_017,MEM_OVH,20,0.373684,17.878116,0.577778,16,42
mem_ovh_018,MEM_OVH,20,0.378947,18.404432,0.577778,16,42
mem_ovh_019,MEM_OVH,20,0.384211,15.900277,0.577778,16,42
mem_ovh_020,MEM_OVH,20,0.373684,17.418283,0.577778,16,42
mem_ovh_021,MEM_OVH,20,0.378947,17.074792,0.577778,16,42
mem_ovh_022,MEM_OVH,20,0.368421,17.268698,0.555556,16,42
mem_ovh_023,MEM_OVH,20,0.389474,15.883657,0.577778,16,42
mem_ovh_024,MEM_OVH,20,0.368421,16.509695,0.577778,16,42
mem_ovh_025,MEM_OVH,20,0.373684,15.390582,0.555556,16,42
mem_ovh_026,MEM_OVH,20,0.363158,18.554017,0.555556,16,42
mem_ovh_027,MEM_OVH,20,0.357895,17.534626,0.533333,16,42
mem_ovh_028,MEM_OVH,20,0.368421,15.883657,0.555556,16,42
mem_ovh_029,MEM_OVH,20,0.384211,17.324100,0.577778,16,42
mem_ovh_030,MEM_OVH,20,0.368421,17.268698,0.555556,16,42
mem_ovh_031,MEM_OVH,20,0.378947,17.418283,0.577778,16,42
mem_ovh_032,MEM_OVH,20,0.357895,17.534626,0.533333,16,42
mem_ovh_033,MEM_OVH,20,0.368421,17.036011,0.577778,16,42
mem_ovh_034,MEM_OVH,20,0.363158,16.299169,0.577778,16,42
mem_ovh_035,MEM_OVH,20,0.378947,18.155125,0.577778,16,42
