run_id,label,n,ods,gap_var,first_half_ods,scrub_window,scrub_seed
cpu_att_000,CPU_ATT,20,0.194737,5.495845,0.444444,8,42
cpu_att_001,CPU_ATT,20,0.189474,5.795014,0.377778,8,42
cpu_att_002,CPU_ATT,20,0.205263,6.531856,0.444444,8,42
cpu_att_003,CPU_ATT,20,0.215789,8.404432,0.466667,8,42
cpu_att_004,CPU_ATT,20,0.200000,6.903047,0.377778,8,42
cpu_att_005,CPU_ATT,20,0.210526,6.880886,0.422222,8,42
cpu_att_006,CPU_ATT,20,0.200000,7.036011,0.422222,8,42
cpu_att_007,CPU_ATT,20,0.210526,8.132964,0.422222,8,42
cpu_att_008,CPU_ATT,20,0.184211,4.880886,0.355556,8,42
cpu_att_009,CPU_ATT,20,0.205263,6.565097,0.466667,8,42
cpu_att_010,CPU_ATT,20,0.210526,7.180055,0.444444,8,42
cpu_att_011,CPU_ATT,20,0.200000,6.110803,0.377778,8,42
cpu_att_012,CPU_ATT,20,0.189474,6.088643,0.422222,8,42
cpu_att_013,CPU_ATT,20,0.189474,5.795014,0.422222,8,42
cpu_att_014,CPU_ATT,20,0.194737,6.321330,0.355556,8,42
cpu_att_015,CPU_ATT,20,0.205263,5.933518,0.466667,8,42
cpu_att_016,CPU_ATT,20,0.189474,6.060942,0.377778,8,42
cpu_att_017,CPU_ATT,20,0.189474,6.271468,0.466667,8,42
cpu_att_018,CPU_ATT,20,0.184211,5.772853,0.333333,8,42
cpu_att_019,CPU_ATT,20,0.189474,6.653740,0.400000,8,42
mem_att_000,MEM_ATT,20,0.221053,6.404432,0.355556,8,42
mem_att_001,MEM_ATT,20,0.205263,4.952909,0.355556,8,42
mem_att_002,MEM_ATT,20,0.231579,13.036011,0.400000,8,42
mem_att_003,MEM_ATT,20,0.231579,6.515235,0.377778,8,42
mem_att_004,MEM_ATT,20,0.194737,5.795014,0.422222,8,42
mem_att_005,MEM_ATT,20,0.194737,6.637119,0.422222,8,42
mem_att_006,MEM_ATT,20,0.205263,8.127424,0.422222,8,42
mem_att_007,MEM_ATT,20,0.184211,5.296399,0.422222,8,42
mem_att_008,MEM_ATT,20,0.194737,5.628809,0.355556,8,42
mem_att_009,MEM_ATT,20,0.168421,3.828255,0.333333,8,42
mem_att_010,MEM_ATT,20,0.200000,5.900277,0.444444,8,42
mem_att_011,MEM_ATT,20,0.163158,3.457064,0.333333,8,42
mem_att_012,MEM_ATT,20,0.200000,9.983380,0.377778,8,42
mem_att_013,MEM_ATT,20,0.205263,5.534626,0.377778,8,42
mem_att_014,MEM_ATT,20,0.210526,5.706371,0.333333,8,42
mem_att_015,MEM_ATT,20,0.189474,5.102493,0.444444,8,42
mem_att_016,MEM_ATT,20,0.210526,6.576177,0.444444,8,42
mem_att_017,MEM_ATT,20,0.210526,8.531856,0.466667,8,42
mem_att_018,MEM_ATT,20,0.231579,9.722992,0.444444,8,42
mem_att_019,MEM_ATT,20,0.215789,8.144044,0.444444,8,42
