run_id,label,n,ods,gap_var,first_half_ods
cpu_att_000,CPU_ATT,20,0.026316,0.459834,0.022222
cpu_att_001,CPU_ATT,20,0.042105,0.299169,0.088889
cpu_att_002,CPU_ATT,20,0.021053,0.232687,0.044444
cpu_att_003,CPU_ATT,20,0.021053,0.243767,0.044444
cpu_att_004,CPU_ATT,20,0.015789,0.193906,0.022222
cpu_att_005,CPU_ATT,20,0.021053,0.232687,0.066667
cpu_att_006,CPU_ATT,20,0.015789,0.216066,0.044444
cpu_att_007,CPU_ATT,20,0.036842,0.65374,0.044444
cpu_att_008,CPU_ATT,20,0.015789,0.271468,0.022222
cpu_att_009,CPU_ATT,20,0.010526,0.132964,0.044444
cpu_att_010,CPU_ATT,20,0.026316,0.459834,0.022222
cpu_att_011,CPU_ATT,20,0.031579,0.34903,0.066667
cpu_att_012,CPU_ATT,20,0.010526,0.132964,0.022222
cpu_att_013,CPU_ATT,20,0.021053,0.232687,0.066667
cpu_att_014,CPU_ATT,20,0.036842,0.404432,0.088889
mem_att_000,MEM_ATT,20,0.010526,0.132964,0.022222
mem_att_001,MEM_ATT,20,0.026316,0.459834,0.111111
mem_att_002,MEM_ATT,20,0.000000,0.000000,0.000000
mem_att_003,MEM_ATT,20,0.036842,0.531856,0.088889
mem_att_004,MEM_ATT,20,0.047368,0.448753,0.111111
mem_att_005,MEM_ATT,20,0.047368,0.470914,0.088889
mem_att_006,MEM_ATT,20,0.005263,0.049861,0.000000
mem_att_007,MEM_ATT,20,0.010526,0.238227,0.044444
mem_att_008,MEM_ATT,20,0.031579,0.454294,0.111111
mem_att_009,MEM_ATT,20,0.052632,1.052632,0.133333
mem_att_010,MEM_ATT,20,0.010526,0.094183,0.022222
mem_att_011,MEM_ATT,20,0.036842,0.426593,0.111111
mem_att_012,MEM_ATT,20,0.026316,0.354571,0.066667
mem_att_013,MEM_ATT,20,0.005263,0.094183,0.000000
mem_att_014,MEM_ATT,20,0.005263,0.094183,0.022222
