run_id,label,n,ods,gap_var,first_half_ods,scrub_window,scrub_seed
baseline_000,BASELINE,20,0.005263,0.049861,0,0,42
baseline_001,BASELINE,20,0.015789,0.193906,0.066667,0,42
baseline_002,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_003,BASELINE,20,0.010526,0.166205,0,0,42
baseline_004,BASELINE,20,0.010526,0.132964,0,0,42
baseline_005,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_006,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_007,BASELINE,20,0.015789,0.299169,0.044444,0,42
baseline_008,BASELINE,20,0,0,0,0,42
baseline_009,BASELINE,20,0.010526,0.271468,0.044444,0,42
baseline_010,BASELINE,20,0.005263,0.094183,0,0,42
baseline_011,BASELINE,20,0,0,0,0,42
baseline_012,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_013,BASELINE,20,0.010526,0.166205,0.022222,0,42
baseline_014,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_015,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_016,BASELINE,20,0.021053,0.232687,0.044444,0,42
baseline_017,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_018,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_019,BASELINE,20,0.005263,0.094183,0.022222,0,42
baseline_020,BASELINE,20,0.021053,0.33795,0.066667,0,42
baseline_021,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_022,BASELINE,20,0,0,0,0,42
baseline_023,BASELINE,20,0.021053,0.33795,0.066667,0,42
baseline_024,BASELINE,20,0,0,0,0,42
baseline_025,BASELINE,20,0,0,0,0,42
baseline_026,BASELINE,20,0.005263,0.094183,0.022222,0,42
baseline_027,BASELINE,20,0,0,0,0,42
baseline_028,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_029,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_030,BASELINE,20,0,0,0,0,42
baseline_031,BASELINE,20,0,0,0,0,42
baseline_032,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_033,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_034,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_035,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_036,BASELINE,20,0.010526,0.271468,0.044444,0,42
baseline_037,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_038,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_039,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_040,BASELINE,20,0.005263,0.094183,0.022222,0,42
baseline_041,BASELINE,20,0.015789,0.32133,0.044444,0,42
baseline_042,BASELINE,20,0.010526,0.132964,0.044444,0,42
baseline_043,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_044,BASELINE,20,0.005263,0.094183,0.022222,0,42
baseline_045,BASELINE,20,0.010526,0.271468,0.044444,0,42
baseline_046,BASELINE,20,0,0,0,0,42
baseline_047,BASELINE,20,0,0,0,0,42
baseline_048,BASELINE,20,0.005263,0.094183,0.022222,0,42
baseline_049,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_050,BASELINE,20,0,0,0,0,42
baseline_051,BASELINE,20,0.010526,0.271468,0.044444,0,42
baseline_052,BASELINE,20,0.010526,0.132964,0.022222,0,42
baseline_053,BASELINE,20,0.010526,0.132964,0.022222,0,42
baseline_054,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_055,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_056,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_057,BASELINE,20,0.005263,0.094183,0,0,42
baseline_058,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_059,BASELINE,20,0.005263,0.049861,0.022222,0,42
baseline_060,BASELINE,20,0.015789,0.32133,0.044444,0,42
baseline_061,BASELINE,20,0.005263,0.049861,0.022222,0,42
